,起飞机场坐标,降落机场坐标,飞行路径
88,"(87.45, 43.97)","(113.75, 34.56)","[[(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (96.24, 41.87), (102.81, 41.5), (104.12, 36.28), (107.77, 35.21), (108.53, 34.6), (109.58, 33.76), (109.93, 33.88), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)], [(87.45, 43.97), (87.51, 43.91), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (108.53, 34.6), (109.58, 33.76), (109.93, 33.88), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (91.42, 44.03), (91.69, 42.52), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (108.53, 34.6), (109.58, 33.76), (109.93, 33.88), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (96.24, 41.87), (109.58, 33.76), (109.93, 33.88), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (96.24, 41.87), (104.12, 36.28), (107.77, 35.21), (108.53, 34.6), (109.58, 33.76), (109.93, 33.88), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)], [(87.45, 43.97), (87.51, 43.91), (91.42, 44.03), (91.69, 42.52), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (108.53, 34.6), (109.58, 33.76), (109.93, 33.88), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)], [(87.45, 43.97), (87.51, 43.91), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (108.53, 34.6), (109.58, 33.76), (109.93, 33.88), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (107.77, 35.21), (109.58, 33.76), (109.93, 33.88), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (96.24, 41.87), (107.77, 35.21), (108.53, 34.6), (109.58, 33.76), (109.93, 33.88), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (91.42, 44.03), (91.69, 42.52), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (108.53, 34.6), (109.93, 33.88), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)], [(87.45, 43.97), (113.75, 34.56)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (91.69, 42.52), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (108.53, 34.6), (109.58, 33.76), (109.93, 33.88), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (96.24, 41.87), (102.81, 41.5), (107.77, 35.21), (108.53, 34.6), (109.58, 33.76), (109.93, 33.88), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (91.69, 42.52), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (108.53, 34.6), (109.58, 33.76), (109.93, 33.88), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)]]"
89,"(121.32, 31.2)","(115.93, 28.86)","[[(121.32, 31.2), (120.43, 30.9), (119.66, 29.76), (117.48, 28.99), (117.18, 29.34), (116.65, 29.39), (115.91, 28.89), (115.93, 28.86)]]"
90,"(102.74, 24.96)","(99.66, 27.8)","[[(102.74, 24.96), (101.53, 25.03), (99.68, 27.79), (99.66, 27.8)], [(102.74, 24.96), (101.53, 25.03), (100.24, 24.99), (100.72, 26.67), (99.68, 27.79), (99.66, 27.8)]]"
91,"(119.73, 32.57)","(110.47, 29.1)","[[(119.73, 32.57), (119.76, 32.25), (119.71, 31.94), (119.04, 31.65), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (115.27, 30.44), (114.03, 30.69), (111.65, 29.35), (110.41, 29.09), (110.47, 29.1)]]"
92,"(116.7, 40.15)","(121.32, 31.2)","[[(116.7, 40.15), (116.67, 38.64), (117.22, 36.83), (117.21, 36.42), (118.0, 34.28), (118.17, 33.81), (119.71, 31.94), (120.32, 31.59), (121.32, 31.2)], [(116.7, 40.15), (116.67, 38.64), (117.0, 37.3), (117.22, 36.83), (117.21, 36.42), (118.0, 34.28), (118.17, 33.81), (119.71, 31.94), (120.32, 31.59), (121.32, 31.2)], [(116.7, 40.15), (116.67, 38.64), (118.0, 34.28), (118.17, 33.81), (119.71, 31.94), (120.32, 31.59), (121.32, 31.2)], [(116.7, 40.15), (118.0, 34.28), (118.17, 33.81), (119.71, 31.94), (120.32, 31.59), (121.32, 31.2)]]"
93,"(114.44, 36.58)","(118.12, 24.52)","[[(114.44, 36.58), (114.92, 36.36), (115.03, 36.36), (114.43, 31.32), (115.71, 37.72), (115.27, 30.44), (115.75, 29.33), (117.98, 26.54), (118.12, 24.52)]]"
94,"(113.29, 23.4)","(103.94, 30.58)","[[(113.29, 23.4), (113.42, 24.19), (110.78, 24.67), (108.4, 26.1), (105.42, 28.17), (104.3, 29.93), (103.94, 30.58)], [(113.29, 23.4), (113.42, 24.19), (110.78, 24.67), (105.42, 28.17), (104.3, 29.93), (103.94, 30.58)]]"
95,"(111.87, 40.82)","(104.72, 31.41)","[[(111.87, 40.82), (111.84, 39.99), (109.14, 35.85), (108.71, 34.76), (107.5, 32.81), (105.24, 31.41), (104.73, 31.43), (104.72, 31.41)]]"
96,"(123.48, 41.53)","(112.66, 37.77)","[[(123.48, 41.53), (121.18, 41.58), (120.43, 41.54), (117.44, 41.03), (116.57, 39.19), (112.59, 37.87), (112.62, 37.75), (112.66, 37.77)]]"
97,"(118.4, 35.07)","(119.66, 25.92)","[[(118.4, 35.07), (118.41, 35.05), (117.8, 34.84), (118.0, 34.28), (119.55, 26.22), (119.66, 25.92)]]"
98,"(120.43, 30.2)","(113.35, 22.01)","[[(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (114.88, 25.81), (114.51, 24.31), (113.95, 24.11), (113.19, 23.02), (113.47, 22.22), (113.35, 22.01)], [(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (114.51, 24.31), (113.95, 24.11), (113.19, 23.02), (113.47, 22.22), (113.35, 22.01)], [(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (114.51, 24.31), (113.19, 23.02), (113.47, 22.22), (113.35, 22.01)], [(120.43, 30.2), (119.66, 29.76), (114.88, 25.81), (114.51, 24.31), (113.95, 24.11), (113.19, 23.02), (113.47, 22.22), (113.35, 22.01)], [(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (114.88, 25.81), (113.95, 24.11), (113.19, 23.02), (113.47, 22.22), (113.35, 22.01)], [(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (113.95, 24.11), (113.19, 23.02), (113.47, 22.22), (113.35, 22.01)], [(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (113.19, 23.02), (113.47, 22.22), (113.35, 22.01)]]"
99,"(116.7, 40.15)","(93.66, 42.85)","[[(116.7, 40.15), (116.57, 40.78), (115.95, 41.96), (115.26, 42.24), (104.47, 41.03), (95.2, 41.86), (93.67, 42.84), (93.66, 42.85)]]"
100,"(102.74, 24.96)","(118.83, 31.77)","[[(102.74, 24.96), (104.01, 25.85), (105.03, 26.64), (114.2, 30.78), (117.3, 31.78), (117.58, 31.61), (118.18, 31.67), (118.83, 31.77)]]"
101,"(103.94, 30.58)","(108.17, 22.61)","[[(103.94, 30.58), (104.68, 30.12), (106.79, 26.52), (108.15, 22.59), (108.17, 22.61)], [(103.94, 30.58), (104.68, 30.12), (106.79, 26.52), (107.58, 23.08), (108.15, 22.59), (108.17, 22.61)], [(103.94, 30.58), (104.68, 30.12), (106.03, 27.04), (106.79, 26.52), (108.1, 24.3), (107.58, 23.08), (108.15, 22.59), (108.17, 22.61)]]"
102,"(106.6, 29.73)","(114.2, 30.81)","[[(106.6, 29.73), (108.65, 30.04), (111.48, 30.56), (113.19, 30.22), (114.2, 30.81)], [(106.6, 29.73), (108.65, 30.04), (113.19, 30.22), (114.2, 30.81)]]"
103,"(118.88, 34.54)","(106.6, 29.73)","[[(118.88, 34.54), (118.89, 34.59), (118.71, 33.47), (118.58, 32.67), (118.81, 31.99), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (115.27, 30.44), (113.97, 30.7), (113.14, 30.64), (108.65, 30.04), (106.88, 29.49), (106.6, 29.73)]]"
104,"(121.81, 31.15)","(106.6, 29.73)","[[(121.81, 31.15), (120.73, 32.17), (119.76, 32.25), (118.81, 31.99), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (115.27, 30.44), (113.97, 30.7), (113.14, 30.64), (108.65, 30.04), (106.6, 29.73)], [(121.81, 31.15), (120.73, 32.17), (120.28, 32.2), (119.04, 31.65), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (114.46, 30.87), (114.2, 30.78), (108.65, 30.04), (106.6, 29.73)], [(121.81, 31.15), (120.73, 32.17), (120.28, 32.2), (119.04, 31.65), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (115.27, 30.44), (113.97, 30.7), (113.14, 30.64), (108.65, 30.04), (106.6, 29.73)], [(121.81, 31.15), (119.76, 32.25), (118.81, 31.99), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (115.27, 30.44), (113.97, 30.7), (113.14, 30.64), (108.65, 30.04), (106.6, 29.73)]]"
105,"(113.29, 23.4)","(121.36, 37.4)","[[(113.29, 23.4), (114.33, 23.65), (114.85, 24.28), (120.63, 27.75), (121.83, 28.0), (122.45, 31.45), (120.29, 35.98), (120.63, 36.93), (120.92, 37.21), (121.36, 37.4)]]"
106,"(109.4, 18.3)","(113.21, 28.2)","[[(109.4, 18.3), (109.4, 18.49), (110.14, 20.01), (110.23, 20.3), (109.43, 21.58), (112.21, 28.07), (113.21, 28.2)]]"
107,"(116.7, 40.15)","(110.47, 29.1)","[[(116.7, 40.15), (115.45, 39.76), (114.43, 31.32), (114.2, 30.78), (111.65, 29.35), (110.41, 29.09), (110.47, 29.1)], [(116.7, 40.15), (115.45, 39.76), (114.2, 30.78), (111.65, 29.35), (110.47, 29.1)]]"
108,"(76.06, 39.54)","(87.45, 43.97)","[[(76.06, 39.54), (76.02, 39.54), (77.07, 38.22), (87.51, 43.91), (87.45, 43.97)], [(76.06, 39.54), (76.02, 39.54), (87.51, 43.91), (87.45, 43.97)]]"
109,"(117.39, 39.18)","(111.74, 29.02)","[[(117.39, 39.18), (116.09, 38.66), (114.43, 31.32), (114.2, 30.78), (111.65, 29.35), (111.74, 29.02)]]"
110,"(113.92, 22.31)","(113.29, 23.4)","[[(113.92, 22.31), (113.95, 22.9), (113.29, 23.4)], [(113.92, 22.31), (113.85, 23.09), (113.29, 23.4)]]"
111,"(118.83, 31.77)","(106.6, 29.73)","[[(118.83, 31.77), (118.09, 31.79), (117.3, 31.78), (115.27, 30.44), (113.97, 30.7), (113.14, 30.64), (108.65, 30.04), (106.6, 29.73)]]"
112,"(120.43, 30.2)","(106.6, 29.73)","[[(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (112.21, 28.07), (110.41, 29.09), (108.65, 30.04), (106.6, 29.73)], [(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (110.41, 29.09), (108.65, 30.04), (106.6, 29.73)], [(120.43, 30.2), (119.66, 29.76), (112.21, 28.07), (110.41, 29.09), (108.65, 30.04), (106.6, 29.73)]]"
113,"(113.29, 23.4)","(113.21, 28.2)","[[(113.29, 23.4), (113.42, 24.19), (113.52, 27.65), (113.21, 28.2)], [(113.29, 23.4), (113.42, 24.19), (113.69, 29.91), (113.21, 28.2)]]"
114,"(113.8, 22.64)","(117.32, 31.75)","[[(113.8, 22.64), (113.81, 22.62), (113.95, 22.9), (113.85, 23.09), (114.88, 25.81), (115.65, 27.76), (117.28, 31.25), (117.32, 31.75)], [(113.8, 22.64), (113.81, 22.62), (113.95, 22.9), (113.85, 23.09), (114.88, 25.81), (115.65, 27.76), (117.21, 29.99), (117.28, 31.25), (117.32, 31.75)], [(113.8, 22.64), (113.81, 22.62), (113.95, 22.9), (113.85, 23.09), (115.65, 27.76), (117.28, 31.25), (117.32, 31.75)]]"
115,"(121.81, 31.15)","(113.92, 22.31)","[[(121.81, 31.15), (122.36, 29.93), (121.83, 28.0), (113.92, 22.31)], [(121.81, 31.15), (121.83, 28.0), (113.92, 22.31)], [(121.81, 31.15), (121.83, 28.0), (120.63, 27.75), (119.55, 26.22), (113.92, 22.31)], [(121.81, 31.15), (113.92, 22.31)]]"
116,"(113.75, 34.56)","(123.82, 45.56)","[[(113.75, 34.56), (114.56, 34.46), (116.57, 39.19), (122.2, 43.56), (124.12, 44.56), (123.82, 45.56)], [(113.75, 34.56), (114.56, 34.46), (116.57, 39.19), (116.85, 39.8), (116.75, 40.33), (122.2, 43.56), (124.12, 44.56), (123.82, 45.56)], [(113.75, 34.56), (114.56, 34.46), (116.57, 39.19), (116.85, 39.8), (116.75, 40.33), (122.2, 43.56), (123.82, 45.56)], [(113.75, 34.56), (114.56, 34.46), (116.57, 39.19), (122.2, 43.56), (123.82, 45.56)]]"
117,"(108.6, 34.43)","(100.23, 26.71)","[[(108.6, 34.43), (108.31, 33.32), (106.85, 30.2), (104.28, 26.86), (101.8, 26.53), (100.72, 26.67), (100.23, 26.71)]]"
118,"(113.29, 23.4)","(119.78, 31.95)","[[(113.29, 23.4), (114.33, 23.65), (114.88, 25.81), (115.65, 27.76), (119.04, 31.65), (119.71, 31.94), (119.78, 31.95)], [(113.29, 23.4), (114.33, 23.65), (115.65, 27.76), (119.04, 31.65), (119.71, 31.94), (119.78, 31.95)]]"
119,"(123.82, 45.56)","(117.21, 36.83)","[[(123.82, 45.56), (125.9, 44.53), (125.89, 43.95), (122.16, 38.69), (121.15, 38.46), (120.54, 37.65), (118.22, 37.46), (117.21, 36.83)], [(123.82, 45.56), (125.9, 44.53), (125.89, 43.95), (122.16, 38.69), (121.15, 38.46), (118.22, 37.46), (117.21, 36.83)], [(123.82, 45.56), (125.9, 44.53), (122.16, 38.69), (121.15, 38.46), (120.54, 37.65), (118.22, 37.46), (117.21, 36.83)], [(123.82, 45.56), (125.9, 44.53), (122.16, 38.69), (121.15, 38.46), (118.22, 37.46), (117.21, 36.83)], [(123.82, 45.56), (125.9, 44.53), (125.89, 43.95), (124.16, 41.41), (122.33, 38.9), (121.57, 38.96), (121.22, 38.54), (119.98, 38.43), (118.03, 38.59), (117.21, 36.83)]]"
120,"(103.78, 27.33)","(106.6, 29.73)","[[(103.78, 27.33), (103.75, 27.32), (105.11, 27.63), (106.7, 28.16), (106.66, 29.05), (106.6, 29.73)]]"
121,"(115.93, 28.86)","(106.81, 26.55)","[[(115.93, 28.86), (115.91, 28.89), (115.52, 28.38), (109.34, 27.33), (107.99, 26.97), (106.81, 26.55)]]"
122,"(121.81, 31.15)","(112.63, 26.73)","[[(121.81, 31.15), (120.43, 30.9), (119.66, 29.76), (113.39, 28.08), (113.52, 27.65), (113.48, 26.51), (112.6, 26.7), (112.63, 26.73)]]"
123,"(118.83, 31.77)","(123.82, 45.56)","[[(118.83, 31.77), (118.58, 32.67), (118.71, 33.47), (120.29, 35.98), (120.63, 36.93), (120.8, 38.01), (120.99, 38.25), (121.46, 38.41), (122.16, 38.69), (125.89, 43.95), (126.15, 44.61), (123.82, 45.56)], [(118.83, 31.77), (118.58, 32.67), (120.29, 35.98), (120.63, 36.93), (120.8, 38.01), (120.99, 38.25), (121.46, 38.41), (122.16, 38.69), (125.89, 43.95), (126.15, 44.61), (123.82, 45.56)], [(118.83, 31.77), (118.58, 32.67), (118.71, 33.47), (120.29, 35.98), (120.63, 36.93), (120.8, 38.01), (121.46, 38.41), (122.16, 38.69), (125.89, 43.95), (126.15, 44.61), (123.82, 45.56)]]"
124,"(114.32, 27.8)","(118.12, 24.52)","[[(114.32, 27.8), (114.33, 27.82), (114.35, 28.21), (115.92, 28.43), (117.98, 26.54), (118.12, 24.52)]]"
125,"(116.7, 40.15)","(110.37, 21.22)","[[(116.7, 40.15), (115.45, 39.76), (114.43, 31.32), (113.52, 27.65), (114.11, 24.35), (113.56, 22.53), (113.47, 22.22), (110.33, 21.13), (110.37, 21.22)]]"
126,"(113.92, 22.31)","(109.4, 18.3)","[[(113.92, 22.31), (110.5, 20.5), (109.4, 18.49), (109.4, 18.3)], [(113.92, 22.31), (111.5, 20.84), (110.5, 20.5), (109.4, 18.49), (109.4, 18.3)]]"
127,"(117.32, 31.75)","(113.8, 22.64)","[[(117.32, 31.75), (117.28, 31.25), (114.88, 25.81), (114.51, 24.31), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)], [(117.32, 31.75), (117.28, 31.25), (117.21, 29.99), (114.88, 25.81), (114.51, 24.31), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)], [(117.32, 31.75), (117.28, 31.25), (114.51, 24.31), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)], [(117.32, 31.75), (117.28, 31.25), (114.88, 25.81), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)], [(117.32, 31.75), (117.28, 31.25), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)]]"
128,"(113.01, 36.02)","(121.81, 31.15)","[[(113.01, 36.02), (113.12, 36.24), (113.84, 34.52), (114.2, 33.37), (115.73, 32.88), (117.3, 31.78), (120.32, 31.59), (121.81, 31.15)]]"
129,"(110.05, 25.2)","(121.81, 31.15)","[[(110.05, 25.2), (110.32, 25.17), (110.48, 25.56), (112.21, 28.07), (119.31, 29.64), (120.81, 29.6), (121.33, 29.9), (121.81, 31.15)], [(110.05, 25.2), (110.32, 25.17), (121.81, 31.15)], [(110.05, 25.2), (110.32, 25.17), (110.48, 25.56), (119.31, 29.64), (120.81, 29.6), (121.33, 29.9), (121.81, 31.15)]]"
130,"(108.6, 34.43)","(110.05, 25.2)","[[(108.6, 34.43), (108.31, 33.32), (107.02, 26.93), (109.03, 26.43), (109.61, 25.77), (110.06, 25.41), (110.05, 25.2)], [(108.6, 34.43), (108.31, 33.32), (109.03, 26.43), (109.61, 25.77), (110.06, 25.41), (110.05, 25.2)], [(108.6, 34.43), (108.31, 33.32), (109.61, 25.77), (110.06, 25.41), (110.05, 25.2)]]"
131,"(110.05, 25.2)","(119.66, 25.92)","[[(110.05, 25.2), (110.32, 25.17), (110.78, 24.67), (113.42, 24.19), (116.44, 24.16), (117.5, 24.14), (119.39, 25.74), (119.66, 25.92)]]"
132,"(113.21, 28.2)","(110.46, 19.92)","[[(113.21, 28.2), (112.15, 27.98), (109.43, 21.58), (110.14, 20.01), (110.46, 19.92)]]"
133,"(103.94, 30.58)","(87.45, 43.97)","[[(103.94, 30.58), (104.38, 31.25), (104.11, 36.53), (102.44, 37.36), (94.87, 40.31), (89.61, 43.99), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)], [(103.94, 30.58), (104.38, 31.25), (104.11, 36.53), (102.44, 37.36), (94.87, 40.31), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)], [(103.94, 30.58), (104.38, 31.25), (104.12, 36.28), (104.11, 36.53), (102.44, 37.36), (94.87, 40.31), (89.61, 43.99), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)], [(103.94, 30.58), (104.38, 31.25), (104.11, 36.53), (94.87, 40.31), (89.61, 43.99), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)], [(103.94, 30.58), (104.38, 31.25), (102.44, 37.36), (94.87, 40.31), (89.61, 43.99), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)]]"
134,"(103.94, 30.58)","(118.12, 24.52)","[[(103.94, 30.58), (104.68, 30.12), (110.78, 24.67), (113.42, 24.19), (116.44, 24.16), (117.5, 24.14), (118.12, 24.52)], [(103.94, 30.58), (104.68, 30.12), (106.03, 27.04), (110.78, 24.67), (113.42, 24.19), (116.44, 24.16), (117.5, 24.14), (118.12, 24.52)]]"
135,"(118.83, 31.77)","(106.81, 26.55)","[[(118.83, 31.77), (118.09, 31.79), (117.3, 31.78), (115.27, 30.44), (114.03, 30.69), (109.45, 28.58), (109.29, 27.87), (107.99, 26.97), (106.81, 26.55)], [(118.83, 31.77), (118.09, 31.79), (117.3, 31.78), (115.27, 30.44), (114.03, 30.69), (107.99, 26.97), (106.81, 26.55)], [(118.83, 31.77), (118.09, 31.79), (117.3, 31.78), (115.27, 30.44), (114.03, 30.69), (109.29, 27.87), (107.99, 26.97), (106.81, 26.55)]]"
136,"(113.92, 22.31)","(121.81, 31.15)","[[(113.92, 22.31), (119.55, 26.22), (120.81, 29.6), (121.33, 29.9), (121.81, 31.15)], [(113.92, 22.31), (121.58, 27.58), (120.63, 27.75), (120.81, 29.6), (121.33, 29.9), (121.81, 31.15)], [(113.92, 22.31), (121.81, 31.15)]]"
137,"(110.46, 19.92)","(114.2, 30.81)","[[(110.46, 19.92), (110.29, 20.5), (110.33, 21.13), (109.43, 21.58), (113.69, 29.91), (114.2, 30.81)], [(110.46, 19.92), (110.29, 20.5), (109.43, 21.58), (113.69, 29.91), (114.2, 30.81)]]"
138,"(113.55, 22.14)","(106.81, 26.55)","[[(113.55, 22.14), (106.81, 26.55)]]"
139,"(116.7, 40.15)","(113.21, 28.2)","[[(116.7, 40.15), (115.45, 39.76), (112.55, 32.92), (114.39, 31.78), (113.64, 29.26), (113.21, 28.2)], [(116.7, 40.15), (115.45, 39.76), (112.55, 32.92), (114.43, 31.32), (113.64, 29.26), (113.21, 28.2)], [(116.7, 40.15), (115.45, 39.76), (114.43, 31.32), (113.64, 29.26), (113.21, 28.2)], [(116.7, 40.15), (115.45, 39.76), (112.55, 32.92), (114.39, 31.78), (114.43, 31.32), (113.64, 29.26), (113.21, 28.2)], [(116.7, 40.15), (115.45, 39.76), (113.64, 29.26), (113.21, 28.2)]]"
140,"(117.39, 39.18)","(121.36, 37.4)","[[(117.39, 39.18), (116.67, 38.64), (117.04, 37.21), (120.54, 37.65), (121.36, 37.4)]]"
141,"(104.72, 31.41)","(111.87, 40.82)","[[(104.72, 31.41), (104.73, 31.43), (106.06, 31.36), (108.31, 33.32), (109.38, 35.78), (109.97, 40.2), (110.21, 40.42), (111.87, 40.82)]]"
142,"(120.41, 31.51)","(106.81, 26.55)","[[(120.41, 31.51), (120.32, 31.59), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (115.27, 30.44), (114.03, 30.69), (109.45, 28.58), (109.29, 27.87), (107.99, 26.97), (106.81, 26.55)]]"
143,"(108.84, 29.52)","(120.43, 30.2)","[[(108.84, 29.52), (109.4, 29.31), (110.41, 29.09), (112.21, 28.07), (117.3, 28.92), (117.81, 29.35), (118.25, 29.74), (119.31, 29.64), (119.66, 29.76), (120.2, 30.12), (120.43, 30.2)]]"
144,"(123.82, 45.56)","(114.7, 38.27)","[[(123.82, 45.56), (124.12, 44.56), (116.57, 39.19), (115.51, 38.94), (114.7, 38.27)]]"
145,"(122.21, 37.2)","(120.85, 27.91)","[[(122.21, 37.2), (122.23, 37.18), (123.35, 36.83), (121.65, 33.72), (122.78, 31.36), (122.42, 31.0), (121.83, 28.0), (120.63, 27.75), (120.85, 27.91)]]"
146,"(113.8, 22.64)","(108.6, 34.43)","[[(113.8, 22.64), (113.74, 22.92), (113.52, 23.41), (113.42, 24.19), (110.78, 24.67), (109.61, 25.77), (109.93, 33.88), (108.6, 34.43)], [(113.8, 22.64), (113.74, 22.92), (113.52, 23.41), (113.42, 24.19), (110.78, 24.67), (109.93, 33.88), (108.6, 34.43)], [(113.8, 22.64), (113.74, 22.92), (110.78, 24.67), (109.93, 33.88), (108.6, 34.43)], [(113.8, 22.64), (113.74, 22.92), (113.52, 23.41), (110.78, 24.67), (109.93, 33.88), (108.6, 34.43)], [(113.8, 22.64), (113.74, 22.92), (113.52, 23.41), (109.93, 33.88), (108.6, 34.43)]]"
147,"(108.6, 34.43)","(89.31, 29.35)","[[(108.6, 34.43), (107.9, 35.35), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (103.28, 36.94), (102.91, 36.82), (102.03, 36.53), (97.0, 32.84), (93.08, 30.0), (91.0, 29.3), (89.27, 29.35), (89.31, 29.35)]]"
148,"(121.32, 31.2)","(103.94, 30.58)","[[(121.32, 31.2), (120.73, 32.17), (119.76, 32.25), (118.81, 31.99), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (115.27, 30.44), (113.97, 30.7), (113.14, 30.64), (104.95, 30.66), (103.94, 30.58)], [(121.32, 31.2), (120.73, 32.17), (120.28, 32.2), (119.04, 31.65), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (114.46, 30.87), (114.2, 30.78), (104.95, 30.66), (103.94, 30.58)]]"
149,"(108.6, 34.43)","(121.32, 31.2)","[[(108.6, 34.43), (109.7, 33.74), (110.86, 33.54), (112.55, 32.92), (113.64, 32.35), (115.73, 32.88), (117.3, 31.78), (120.32, 31.59), (121.32, 31.2)], [(108.6, 34.43), (109.38, 35.78), (112.66, 37.62), (113.84, 34.52), (114.2, 33.37), (115.73, 32.88), (117.3, 31.78), (120.32, 31.59), (121.32, 31.2)]]"
150,"(106.6, 29.73)","(120.43, 30.2)","[[(106.6, 29.73), (108.65, 30.04), (110.41, 29.09), (112.21, 28.07), (117.3, 28.92), (117.81, 29.35), (118.25, 29.74), (119.31, 29.64), (119.66, 29.76), (120.2, 30.12), (120.43, 30.2)], [(106.6, 29.73), (108.65, 30.04), (110.41, 29.09), (112.21, 28.07), (117.3, 28.92), (118.25, 29.74), (119.31, 29.64), (119.66, 29.76), (120.2, 30.12), (120.43, 30.2)], [(106.6, 29.73), (108.65, 30.04), (110.41, 29.09), (112.21, 28.07), (117.3, 28.92), (117.81, 29.35), (119.31, 29.64), (119.66, 29.76), (120.2, 30.12), (120.43, 30.2)], [(106.6, 29.73), (108.65, 30.04), (114.2, 30.78), (118.99, 31.65), (119.07, 31.57), (120.17, 30.3), (120.2, 30.12), (120.43, 30.2)]]"
151,"(108.6, 34.43)","(105.16, 37.57)","[[(108.6, 34.43), (107.9, 35.35), (107.69, 35.51), (107.6, 35.8), (106.41, 38.35), (105.37, 37.99), (105.13, 37.57), (105.16, 37.57)], [(108.6, 34.43), (107.9, 35.35), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (104.1, 36.85), (105.13, 37.57), (105.16, 37.57)]]"
152,"(116.7, 40.15)","(123.82, 45.56)","[[(116.7, 40.15), (116.8, 40.76), (122.2, 43.56), (124.12, 44.56), (123.82, 45.56)], [(116.7, 40.15), (116.8, 40.76), (122.2, 43.56), (123.82, 45.56)]]"
153,"(100.1, 23.88)","(102.74, 24.96)","[[(100.1, 23.88), (100.08, 23.86), (100.56, 24.12), (101.56, 24.62), (102.74, 24.96)], [(100.1, 23.88), (100.08, 23.86), (102.74, 24.96)]]"
154,"(103.61, 36.51)","(106.54, 38.34)","[[(103.61, 36.51), (104.61, 37.21), (105.13, 37.57), (106.41, 38.35), (106.54, 38.34)]]"
155,"(106.6, 29.73)","(116.7, 40.15)","[[(106.6, 29.73), (107.05, 30.45), (114.74, 36.28), (115.8, 38.66), (116.7, 40.15)], [(106.6, 29.73), (107.05, 30.45), (115.8, 38.66), (116.7, 40.15)]]"
